"","ONCODG1","OAW28","EFO27","EFO21","RMUGS","RMGI","NIHOVCAR3","SNU8","SKOV3","Caov3","Caov4","OC314","OAW42","TOV21G","OVMANA","FUOV1","OVKATE","MCAS","IGROV1","OVCAR4","OVCAR8","OV7","OV90","OV56","OVISE","OVK18","TYKnu","JHOC5","JHOM1","JHOM2B","JHOS2","JHOS4","SNU119","COV318","COV362","COV644","A2780","KURAMOCHI","TOV112D","HeyA8","OVTOKO","OVSAHO","X59M","ES2"
"LINC01936",9.26631723988628,3.97426287095469,2.10612583714707,5.06230483036241,1.67876217963358,0.451834381862735,5.51196489140503,5.30550139399048,2.13018291340608,5.25924133963199,7.85864379337354,1.56204372492984,0.451834381862735,0.451834381862735,3.0204437645139,4.06644375173064,8.78305184406274,0.451834381862735,0.451834381862735,6.59030595849259,1.56801627441701,0.451834381862735,3.16538714259084,0.451834381862735,2.26215869026023,1.43205211048549,0.451834381862735,0.451834381862735,4.29594702968441,0.451834381862735,6.62286453318224,3.64810365088559,8.61313927961922,9.08252649527205,8.53808892716291,0.451834381862735,0.451834381862735,8.92713653504035,0.451834381862735,0.451834381862735,0.451834381862735,8.85595084101285,0.451834381862735,0.451834381862735
"CNTN3",1.46632892635973,3.34134783665462,0.451834381862735,0.451834381862735,0.451834381862735,1.93144157609489,5.12452639615135,1.53074460520565,3.57180737243777,1.7514664719712,8.44585911478422,4.679925424692,0.451834381862735,0.451834381862735,0.451834381862735,4.67174073148367,3.64274960468922,0.451834381862735,0.451834381862735,1.67330081909131,1.56801627441701,0.451834381862735,0.451834381862735,0.451834381862735,0.451834381862735,0.451834381862735,0.451834381862735,1.56445369219052,0.451834381862735,0.451834381862735,9.06410454160781,4.88453141064241,7.34905052813261,0.451834381862735,6.27043494609838,0.451834381862735,1.56598659467433,5.13345804987537,1.95252756604624,1.78112707587414,0.451834381862735,7.82621718725841,5.00931393065254,0.451834381862735
"EMX2",12.2297141902985,12.1327294620482,6.04095894749518,9.10627422460619,2.14149739019432,7.82739459040713,13.1151213694041,6.4135512225882,2.13018291340608,2.23656963634392,11.961004052488,0.451834381862735,2.8094309088605,1.6516207506593,2.05485827364415,10.5418279866236,11.1578292384286,1.8614490970344,2.50005735315554,11.7648315637471,1.56801627441701,0.451834381862735,0.451834381862735,9.36410353961943,2.26215869026023,1.43205211048549,0.451834381862735,1.9906153032694,0.451834381862735,0.451834381862735,10.1541433730869,12.2034393551315,10.7878011634108,12.2562538771276,11.9811501592041,0.451834381862735,1.56598659467433,12.9220229642907,1.53579964061682,3.32527073055677,0.451834381862735,13.2905389563908,2.95752337838657,0.451834381862735
"SIAH3",8.91262167271511,6.24409306043255,0.451834381862735,7.62473229853165,3.58892613572704,0.451834381862735,8.89841150119032,5.24574577544739,0.451834381862735,7.27304934604403,11.5177094709696,1.98741597259112,2.03396734064311,0.451834381862735,0.451834381862735,0.451834381862735,10.1719936947869,0.451834381862735,0.451834381862735,2.72563261489674,1.56801627441701,0.451834381862735,2.15858698330575,5.0145899052884,0.451834381862735,1.43205211048549,0.451834381862735,0.451834381862735,1.61868772610896,0.451834381862735,5.10222174551446,7.57584677117816,1.98904350045625,6.37551821036289,8.52473621410297,5.70447615875097,0.451834381862735,10.1879341419475,0.451834381862735,6.8589691737527,0.451834381862735,0.451834381862735,8.74771801576372,0.451834381862735
"EMX2OS",13.2056081517978,12.6503584835627,6.56855343712809,9.4498506407631,2.47233537138883,6.5013455024263,14.2089979140896,5.68866643530587,2.72044163362696,1.7514664719712,12.5439807119157,2.54026420894184,2.03396734064311,2.10582666251975,2.05485827364415,10.7455392801369,12.0531943548013,0.451834381862735,0.451834381862735,12.6669868645377,1.99534340686719,2.29246933310086,0.451834381862735,9.33217662340106,1.95933586181463,0.451834381862735,2.51789148356513,1.56445369219052,2.38136173355463,2.10014466666642,11.0563163108548,11.5284836570422,10.5987177573015,11.534151945336,11.7879023987912,0.451834381862735,0.451834381862735,13.2176771501433,1.53579964061682,2.62514479805501,0.451834381862735,14.36090980837,3.93250092340861,2.64036572245587
"TMEM155",5.84969294746945,3.34134783665462,1.65184808287029,2.99353692598379,3.14168337118823,0.451834381862735,9.77738344988779,3.50910293585561,4.18220908538673,4.78641285159071,4.79785220839471,1.98741597259112,1.59716548045943,1.6516207506593,0.451834381862735,2.50238313456375,8.17479171470664,0.451834381862735,0.451834381862735,3.81221844371085,1.56801627441701,2.64485532754642,0.451834381862735,2.24645538262469,1.95933586181463,1.43205211048549,0.451834381862735,0.451834381862735,2.0624144419642,0.451834381862735,5.13685918428946,3.24854699764878,2.9271265682898,2.50107751880018,7.13504027104605,0.451834381862735,0.451834381862735,2.52725464865983,0.451834381862735,4.64868628345239,0.451834381862735,3.54928795470287,8.39681621869907,1.62176116354264
"LINC00636",6.77911657534584,4.45657328253744,0.451834381862735,2.350656662569,1.67876217963358,0.451834381862735,6.11397411085531,4.02166950594294,2.93834194852524,2.58115249282036,5.11636524348514,0.451834381862735,0.451834381862735,0.451834381862735,0.451834381862735,2.16769753482867,4.12808908331377,0.451834381862735,0.451834381862735,5.03788842363081,0.451834381862735,0.451834381862735,1.69179169239647,1.53074822989358,3.18056232868288,0.451834381862735,0.451834381862735,0.451834381862735,2.63524819550228,0.451834381862735,1.97297676173607,8.03034732743271,2.81081425864615,3.49210208377089,0.451834381862735,0.451834381862735,2.54691695487781,4.76875527635449,2.25426045280673,2.27515395699874,0.451834381862735,5.2553731552308,0.451834381862735,2.38603933419771
"CDH18",11.6977293495992,12.5879078605431,1.65184808287029,9.47637414109525,2.14149739019432,0.451834381862735,12.0775543972725,1.94579736399999,9.76120813958532,4.35405062630771,5.05143367119539,0.451834381862735,2.03396734064311,2.43135286072835,2.05485827364415,2.16769753482867,12.4963870827269,0.451834381862735,2.76481333475205,9.0073946769749,2.93610536700735,2.29246933310086,1.69179169239647,1.94580219102648,0.451834381862735,4.20003518617943,0.451834381862735,3.94802385357109,12.4103480060742,0.451834381862735,9.59079535601148,2.42559153756396,0.451834381862735,10.2786614731396,9.54109880581764,0.451834381862735,2.30076148107666,6.61084965477232,2.25426045280673,0.451834381862735,0.451834381862735,11.6654927118286,4.9611904707039,8.57277818263989
"LINC02613",7.18756705372018,6.32078381097234,1.65184808287029,1.83943029387113,5.13924716675407,0.451834381862735,6.28265377775976,4.2829093666006,4.09701139033675,5.16678677469202,8.18003116481023,0.451834381862735,1.59716548045943,1.6516207506593,0.451834381862735,2.98813468506487,7.1435085030871,0.451834381862735,0.451834381862735,5.71812582908638,3.23573259254222,0.451834381862735,6.1804537287877,1.53074822989358,4.36615857477675,0.451834381862735,0.451834381862735,0.451834381862735,6.16319645889818,0.451834381862735,4.39099725814708,4.13379143967391,5.13281512486846,7.17892435711663,4.10273737242252,2.64137247543603,0.451834381862735,7.28425691881184,1.95252756604624,2.27515395699874,0.451834381862735,4.45464428950478,4.85982100482537,0.451834381862735
"MIR4478",2.57148291142399,7.49679120147708,0.451834381862735,1.45117258914483,0.451834381862735,0.451834381862735,2.15809601452362,2.48723447412494,4.60814862850416,0.451834381862735,5.45430609570809,1.56204372492984,4.17574787352992,0.451834381862735,3.0204437645139,2.50238313456375,1.64520236064016,0.451834381862735,3.74814809287374,4.84204673244998,0.451834381862735,0.451834381862735,0.451834381862735,0.451834381862735,2.88465292618844,0.451834381862735,0.451834381862735,0.451834381862735,0.451834381862735,0.451834381862735,3.32910071018651,5.569050795093,4.07352269414034,5.49255595199496,3.35873272098381,0.451834381862735,0.451834381862735,3.89791663437658,0.451834381862735,0.451834381862735,1.70507408235967,2.91857510443409,0.451834381862735,0.451834381862735
"REM1",5.59993812351931,4.74407371806339,0.451834381862735,2.71094799405033,0.451834381862735,1.93144157609489,3.33108321234709,1.94579736399999,0.451834381862735,2.85298690621008,6.40965723532717,0.451834381862735,0.451834381862735,0.451834381862735,0.451834381862735,2.16769753482867,10.0370590702312,0.451834381862735,0.451834381862735,6.02532908946027,2.30387935668106,2.29246933310086,0.451834381862735,1.53074822989358,2.50451020992258,0.451834381862735,0.451834381862735,0.451834381862735,1.61868772610896,0.451834381862735,1.55117406150428,1.64781558991768,2.81081425864615,1.69787505150248,5.13813946910858,0.451834381862735,0.451834381862735,0.451834381862735,1.95252756604624,1.78112707587414,0.451834381862735,4.38600993869574,0.451834381862735,0.451834381862735
"GALNT17",11.6028617319824,3.97426287095469,0.451834381862735,1.83943029387113,1.67876217963358,0.451834381862735,10.5068862376847,1.53074460520565,8.15068135411179,6.11238978081874,11.6542722826965,10.0420216653,6.66845470644652,1.6516207506593,0.451834381862735,5.22757605419652,11.5530682206128,0.451834381862735,1.69719555856937,4.26945788287667,1.56801627441701,2.29246933310086,1.69179169239647,2.48724063796629,1.95933586181463,7.12765716098723,1.54881087289452,2.29840599768286,0.451834381862735,0.451834381862735,8.44880645516172,9.61809079574813,10.0171379282304,6.15147565478668,2.93112960538831,0.451834381862735,1.56598659467433,11.9427469549299,1.53579964061682,0.451834381862735,0.451834381862735,9.77022909080609,1.68113498911435,1.62176116354264
